"plant_height","rmax","incli_base","infl","phyllotactic_angle","skew","wl_slp","w0_slp","lm_slp","incli_top","phyllotactic_deviation","plant_area"
272.495474769775,0.734025117363134,75.1603445862307,41.4074282512209,153.437721940793,0.1,0.007,0.01,-0.02,20,30,10000
156.117461883303,0.478428853054885,37.5409034158727,37.8245384770386,214.21373976479,0.1,0.007,0.01,-0.02,20,30,10000
261.865499580203,0.605870407165122,110.972034730077,46.4976841402333,257.744371767954,0.1,0.007,0.01,-0.02,20,30,10000
141.360945637138,0.400826346922675,40.4773872811442,35.1372779036694,252.439429405443,0.1,0.007,0.01,-0.02,20,30,10000
236.578996974196,0.510779972739963,66.600039498223,54.1277411238813,231.229732100342,0.1,0.007,0.01,-0.02,20,30,10000
266.273435917671,0.497625484765289,78.526453211566,58.7686792789758,129.665377060484,0.1,0.007,0.01,-0.02,20,30,10000
277.802992269586,0.462719887678171,73.5132170556796,38.4238817405465,101.215379115139,0.1,0.007,0.01,-0.02,20,30,10000
105.613568324821,0.676119723748887,108.854423157815,25.2174424745781,181.42067343576,0.1,0.007,0.01,-0.02,20,30,10000
294.175224036954,0.632599541969501,79.9812430402456,39.825066129748,105.526515387587,0.1,0.007,0.01,-0.02,20,30,10000
131.617876966821,0.374218640565359,38.0165677826996,56.1784522914316,93.3880406763895,0.1,0.007,0.01,-0.02,20,30,10000
260.438648711676,0.388302346747184,101.057449406981,59.0250609031535,197.45886295026,0.1,0.007,0.01,-0.02,20,30,10000
254.896661366435,0.280291405447641,96.3261833605222,51.4998300497807,231.875961878985,0.1,0.007,0.01,-0.02,20,30,10000
241.457995900281,0.269883068238347,52.3964043010688,26.2245232792333,216.965787759232,0.1,0.007,0.01,-0.02,20,30,10000
199.489014156793,0.335013727355258,41.2486177198739,34.0642690139931,260.817495489162,0.1,0.007,0.01,-0.02,20,30,10000
203.283479336251,0.729012541065563,75.7335872344827,34.1880391828496,164.823998234152,0.1,0.007,0.01,-0.02,20,30,10000
158.847204274482,0.254496965219604,59.2741556201988,28.0468964742275,205.593543901217,0.1,0.007,0.01,-0.02,20,30,10000
169.033814366518,0.561445667303628,75.533925361557,27.9507719386966,128.203979098443,0.1,0.007,0.01,-0.02,20,30,10000
269.17712023578,0.431255638732662,96.6998573039254,42.1774402426642,180.440512263375,0.1,0.007,0.01,-0.02,20,30,10000
162.201027789479,0.696714104892214,56.1093075816072,42.7913223244458,102.102262101144,0.1,0.007,0.01,-0.02,20,30,10000
110.356557292563,0.377321960999167,80.542029939612,24.7524099887778,211.791553113651,0.1,0.007,0.01,-0.02,20,30,10000
252.461488424895,0.288936168542021,59.0909778840736,43.5729786741611,186.848021452756,0.1,0.007,0.01,-0.02,20,30,10000
223.218938940489,0.708277704745569,90.2463930511963,40.2672078322653,195.668958431457,0.1,0.007,0.01,-0.02,20,30,10000
122.244175350794,0.715304057735848,106.906074125476,35.3057046876898,252.224331271983,0.1,0.007,0.01,-0.02,20,30,10000
181.369243599311,0.74881900801367,60.2709132513101,48.2012313503921,221.85097658922,0.1,0.007,0.01,-0.02,20,30,10000
265.635594991217,0.577327822239033,102.75442507408,36.5111973488091,218.888889083706,0.1,0.007,0.01,-0.02,20,30,10000
234.519216222695,0.319921632338692,87.5102713301593,42.3452780206852,212.170887310523,0.1,0.007,0.01,-0.02,20,30,10000
271.04430797945,0.42532345201129,58.2708785666746,41.1901683494962,228.3408189513,0.1,0.007,0.01,-0.02,20,30,10000
197.9740064651,0.370142845195372,38.6612537927136,33.7699170737778,103.565050566931,0.1,0.007,0.01,-0.02,20,30,10000
219.977690316848,0.371543605404596,52.2065641242837,21.1991972340135,235.505299316375,0.1,0.007,0.01,-0.02,20,30,10000
214.112248297018,0.444507868270734,90.2862597273025,31.1172853268858,257.131457889575,0.1,0.007,0.01,-0.02,20,30,10000
268.603311420646,0.298644444401554,51.6508862695266,57.0600467395298,209.540050164256,0.1,0.007,0.01,-0.02,20,30,10000
226.611101351337,0.541306769303411,68.1434119782778,21.1501334944596,129.500009104517,0.1,0.007,0.01,-0.02,20,30,10000
211.804643621565,0.41519303877685,109.967505604118,36.8854924523123,236.758336050378,0.1,0.007,0.01,-0.02,20,30,10000
200.377661112538,0.569767953183216,57.95562381083,20.4574265831446,94.2250024737129,0.1,0.007,0.01,-0.02,20,30,10000
262.358950122618,0.452590214384395,99.2762880752077,48.4164132741979,219.794569401742,0.1,0.007,0.01,-0.02,20,30,10000
260.506045204455,0.620593556729318,52.297516614626,31.9052494602123,261.771280435461,0.1,0.007,0.01,-0.02,20,30,10000
101.712950668157,0.464715337792931,60.3764351424227,26.6372493398497,260.904195780496,0.1,0.007,0.01,-0.02,20,30,10000
152.967701581881,0.306386624654517,63.5069996625613,38.8313416655639,248.757304332944,0.1,0.007,0.01,-0.02,20,30,10000
139.804366217691,0.680902513336065,94.0928712787659,43.3738445009082,189.584064451682,0.1,0.007,0.01,-0.02,20,30,10000
253.424234507438,0.670684175856092,53.1201817737831,50.9331384391651,108.013581007287,0.1,0.007,0.01,-0.02,20,30,10000
149.949347095927,0.345252776538194,107.286280762444,36.1586448715746,160.571406379887,0.1,0.007,0.01,-0.02,20,30,10000
107.538161668033,0.523832110758414,46.6075806409979,55.73177881764,163.555448800012,0.1,0.007,0.01,-0.02,20,30,10000
103.676134904987,0.38617609639052,78.3538511623594,55.0437273241477,125.651768690393,0.1,0.007,0.01,-0.02,20,30,10000
183.889038608184,0.563580270500122,50.0709019760405,52.7321092044645,203.271812316176,0.1,0.007,0.01,-0.02,20,30,10000
239.795004717719,0.322311367871865,72.0756550449376,36.7439509764826,198.941325344566,0.1,0.007,0.01,-0.02,20,30,10000
160.021163223099,0.296378783128873,39.4269784736455,40.9835619371589,216.186134689948,0.1,0.007,0.01,-0.02,20,30,10000
138.887773435164,0.643856328215458,67.6293990935597,35.3977302694443,130.534051135408,0.1,0.007,0.01,-0.02,20,30,10000
284.424394786437,0.437854657698276,62.9113508472892,44.8415531253136,172.41100577962,0.1,0.007,0.01,-0.02,20,30,10000
244.856513656403,0.70890579587577,68.6814376264892,26.4732362139049,152.426209893779,0.1,0.007,0.01,-0.02,20,30,10000
161.096022259296,0.666857725970002,56.2966557161157,53.725993324418,119.741725609622,0.1,0.007,0.01,-0.02,20,30,10000
192.639447630304,0.718437232758306,63.3221577902904,33.6673616345603,240.673632999143,0.1,0.007,0.01,-0.02,20,30,10000
131.141778428089,0.51618683292761,100.102813564861,37.8096288548931,193.636318432552,0.1,0.007,0.01,-0.02,20,30,10000
135.484475349822,0.48729399922625,46.5648509748785,49.1657645754417,184.355823152214,0.1,0.007,0.01,-0.02,20,30,10000
272.796679375681,0.295740921982869,81.8596813102415,45.1238391696196,163.717289954081,0.1,0.007,0.01,-0.02,20,30,10000
225.278893108985,0.37446797582881,77.1874512489489,35.684565514729,268.72929179483,0.1,0.007,0.01,-0.02,20,30,10000
257.878687325325,0.58705104235751,69.0453198857667,53.2404909719377,244.456085918067,0.1,0.007,0.01,-0.02,20,30,10000
221.637895833107,0.327860392831546,48.3515497656191,27.6187339638157,133.898579617965,0.1,0.007,0.01,-0.02,20,30,10000
185.470578316664,0.290700279256566,84.1348918815464,30.487710964025,138.28001405528,0.1,0.007,0.01,-0.02,20,30,10000
144.354861479287,0.516763812963663,85.530362352793,52.1409508652581,187.537410937291,0.1,0.007,0.01,-0.02,20,30,10000
122.602835556212,0.493196896885334,97.4433253569761,44.9581921521116,153.785322658834,0.1,0.007,0.01,-0.02,20,30,10000
193.988636934207,0.561915322050263,62.5606859024741,41.7669547187061,230.369759382907,0.1,0.007,0.01,-0.02,20,30,10000
136.058340699488,0.458040463152364,100.119661486363,30.9012237550821,128.072290980371,0.1,0.007,0.01,-0.02,20,30,10000
122.582527416441,0.570183226518005,111.863941348909,51.3673484272731,224.148273330847,0.1,0.007,0.01,-0.02,20,30,10000
278.337014793862,0.533701226472318,82.9797699462958,53.3993932439957,111.255032659407,0.1,0.007,0.01,-0.02,20,30,10000
247.23367775356,0.622473616918836,104.7959206989,51.8222650158102,248.066216654978,0.1,0.007,0.01,-0.02,20,30,10000
164.35026503036,0.716232764358841,71.4450281620393,26.4789381693028,268.421667642931,0.1,0.007,0.01,-0.02,20,30,10000
178.935391832933,0.460072900822638,80.410635102327,44.5657595178294,140.690270882764,0.1,0.007,0.01,-0.02,20,30,10000
283.110038603628,0.360938792081715,94.7421243657176,44.7502648735547,219.448765684092,0.1,0.007,0.01,-0.02,20,30,10000
249.465221546635,0.748302668284419,85.012567767126,39.3320842877757,145.177232878283,0.1,0.007,0.01,-0.02,20,30,10000
163.054446794628,0.564734810358333,62.6657511429983,41.1699756700817,101.372863656565,0.1,0.007,0.01,-0.02,20,30,10000
255.354384916138,0.607571814057989,102.57065765666,25.4274291915289,194.902024866812,0.1,0.007,0.01,-0.02,20,30,10000
121.294106132252,0.70573016784341,99.7479104387791,23.9799074553594,213.875817381578,0.1,0.007,0.01,-0.02,20,30,10000
166.790338423321,0.677234209832343,89.5080233346161,55.2184785883554,95.906012210068,0.1,0.007,0.01,-0.02,20,30,10000
275.22902635621,0.450537379498429,107.562381200548,38.264568909163,171.637522613015,0.1,0.007,0.01,-0.02,20,30,10000
290.12568043626,0.686791006666322,53.7737170866982,54.9107381390735,169.239586639934,0.1,0.007,0.01,-0.02,20,30,10000
173.296253237081,0.579902795488113,110.825934288407,39.0463271528656,180.755638320366,0.1,0.007,0.01,-0.02,20,30,10000
121.935319804337,0.69739673962283,68.3902630042356,41.4198526005674,148.195170566712,0.1,0.007,0.01,-0.02,20,30,10000
224.915791039948,0.419653535334043,38.9835891155662,32.4292573751462,178.191510306534,0.1,0.007,0.01,-0.02,20,30,10000
265.195369051918,0.265472238396924,56.8765234568633,32.632560908902,108.040516633542,0.1,0.007,0.01,-0.02,20,30,10000
103.592923290014,0.46889263532778,58.0899495705901,35.5205012383853,161.551996152493,0.1,0.007,0.01,-0.02,20,30,10000
262.971905799936,0.326179783436645,91.6601219359546,42.2323277713249,176.919219490088,0.1,0.007,0.01,-0.02,20,30,10000
262.733752185221,0.348880414596332,91.839081799539,53.9238430171473,201.191832643482,0.1,0.007,0.01,-0.02,20,30,10000
286.568137219644,0.253044632283375,65.6874893555021,25.5117545760781,220.428843240937,0.1,0.007,0.01,-0.02,20,30,10000
258.954374027412,0.673156832917254,43.4262494173208,31.9762995064314,95.2601302325366,0.1,0.007,0.01,-0.02,20,30,10000
127.487523068077,0.623090110360538,103.068705351296,57.5452665699797,204.557091490686,0.1,0.007,0.01,-0.02,20,30,10000
191.29125862112,0.339744999569412,82.11151126843,55.5017666008851,108.853927718048,0.1,0.007,0.01,-0.02,20,30,10000
280.090692358222,0.504638267828179,107.856353152396,24.7486033144647,264.804179918695,0.1,0.007,0.01,-0.02,20,30,10000
280.476512266825,0.536434113750471,110.504914691578,37.9447814978471,204.330080212215,0.1,0.007,0.01,-0.02,20,30,10000
269.780273203654,0.725693541274354,46.7274491045003,40.1390740947394,201.853964564898,0.1,0.007,0.01,-0.02,20,30,10000
239.060667742061,0.462511999264829,48.7224456590239,51.7881478281987,140.39923209189,0.1,0.007,0.01,-0.02,20,30,10000
212.403968618585,0.685106255745818,41.8839518173146,44.9947655685274,228.200299533473,0.1,0.007,0.01,-0.02,20,30,10000
162.550989679764,0.250857177993966,100.667975675101,42.6999584747563,229.967413054065,0.1,0.007,0.01,-0.02,20,30,10000
260.060465907969,0.349640008358919,52.5089951412061,42.6009151228037,168.735312002933,0.1,0.007,0.01,-0.02,20,30,10000
235.633388068788,0.289823014161956,52.6741034217993,36.7087243264162,111.557274194671,0.1,0.007,0.01,-0.02,20,30,10000
183.934128455116,0.450093872062789,54.5129856147312,56.2932174373739,127.127971347815,0.1,0.007,0.01,-0.02,20,30,10000
262.769554518507,0.251004720529919,89.0164958195479,58.498764323738,168.889148573879,0.1,0.007,0.01,-0.02,20,30,10000
110.83272878099,0.531636252693278,74.6132481309165,24.2893410431498,154.788135764008,0.1,0.007,0.01,-0.02,20,30,10000
102.146588025665,0.74550908963538,37.7529821354924,45.6169923950288,182.021951776844,0.1,0.007,0.01,-0.02,20,30,10000
189.214916070588,0.531069173374918,86.754658874769,27.7664755290783,202.471753087421,0.1,0.007,0.01,-0.02,20,30,10000
178.86913301153,0.380791506402193,88.9983765376337,37.3182384290498,203.016776455301,0.1,0.007,0.01,-0.02,20,30,10000
197.390501335399,0.547973318050664,100.317966719646,51.7352865000975,197.157600412673,0.1,0.007,0.01,-0.02,20,30,10000
255.258656092504,0.716290455599561,86.5514117902437,59.8693103599348,108.763294780668,0.1,0.007,0.01,-0.02,20,30,10000
112.875994934827,0.310456969227756,61.2259382719684,43.8726338118681,193.912726211898,0.1,0.007,0.01,-0.02,20,30,10000
208.360794885882,0.502543116354609,82.7588529757451,30.7857168553975,114.929332546294,0.1,0.007,0.01,-0.02,20,30,10000
284.994717925025,0.417568506118173,60.8262240128886,45.4910136120855,267.109483210583,0.1,0.007,0.01,-0.02,20,30,10000
133.668619772122,0.633225201931214,46.8830324020811,41.1000886105252,152.157684470641,0.1,0.007,0.01,-0.02,20,30,10000
181.854131078078,0.690743829817101,47.6876023337891,21.7773466514256,115.519218945787,0.1,0.007,0.01,-0.02,20,30,10000
288.176232413273,0.470974280992432,86.0456438965979,25.1163332351399,265.061819856372,0.1,0.007,0.01,-0.02,20,30,10000
241.608595851599,0.425619570935162,44.7569672295342,28.1298156390503,141.91008407466,0.1,0.007,0.01,-0.02,20,30,10000
200.725635753145,0.457701643825477,100.800552666607,28.8805751973371,230.456379702589,0.1,0.007,0.01,-0.02,20,30,10000
142.960188516998,0.624586263369551,44.2304865327396,48.5381222370728,150.270165021606,0.1,0.007,0.01,-0.02,20,30,10000
261.744937510819,0.59089252348357,47.131673134896,40.3226281738302,215.611326603637,0.1,0.007,0.01,-0.02,20,30,10000
259.514554908951,0.426459058960817,112.231419080991,34.3133870862887,102.639015818401,0.1,0.007,0.01,-0.02,20,30,10000
218.652388420317,0.300302517266246,86.485900838795,28.6607317201194,121.840251349279,0.1,0.007,0.01,-0.02,20,30,10000
112.172229873907,0.703822619152531,80.4758679966974,33.9091182659989,126.764186517794,0.1,0.007,0.01,-0.02,20,30,10000
279.671642580686,0.530883117078396,63.1783702166055,36.5499503712675,154.977545807814,0.1,0.007,0.01,-0.02,20,30,10000
298.911670236706,0.653699239761644,102.038154120246,44.1918356269012,243.015471282155,0.1,0.007,0.01,-0.02,20,30,10000
187.427880316743,0.695017548298791,69.1640674317381,21.083093596352,202.276439418112,0.1,0.007,0.01,-0.02,20,30,10000
137.955239392467,0.437094492237413,60.3054217848703,53.6507226419814,230.698544926186,0.1,0.007,0.01,-0.02,20,30,10000
281.423885565976,0.708010235806491,81.1513297562181,51.159416418694,149.236702245295,0.1,0.007,0.01,-0.02,20,30,10000
287.176921687335,0.429008660661513,46.2776350469003,41.7194312592887,99.3298169848606,0.1,0.007,0.01,-0.02,20,30,10000
159.757125109548,0.639377797863377,103.672061897402,56.1914094319922,130.901104050035,0.1,0.007,0.01,-0.02,20,30,10000
272.706337328994,0.710883171028425,64.8289795110626,24.8375825853637,174.825414045597,0.1,0.007,0.01,-0.02,20,30,10000
128.321317314793,0.70609432270369,40.5842527211934,47.4345009383131,251.765268854122,0.1,0.007,0.01,-0.02,20,30,10000
162.020411947196,0.515785838052578,96.9522949414061,29.9589635253136,145.996341479253,0.1,0.007,0.01,-0.02,20,30,10000
297.912754676408,0.599178108863068,38.3123005803038,28.9566602394573,175.915925381944,0.1,0.007,0.01,-0.02,20,30,10000
146.62722573144,0.513170586828841,70.0257142756983,20.1647223582498,157.051019527007,0.1,0.007,0.01,-0.02,20,30,10000
110.033356466344,0.368413961268259,64.925914472587,24.6557502584366,112.394741765304,0.1,0.007,0.01,-0.02,20,30,10000
287.70744915809,0.303836860159856,68.1755125962185,49.2750775029898,92.5107806140011,0.1,0.007,0.01,-0.02,20,30,10000
214.910254788359,0.532602840153787,84.2647363964192,44.9187828981287,155.697903644993,0.1,0.007,0.01,-0.02,20,30,10000
240.210149276152,0.318769728972377,91.2362545170609,58.5153795936612,144.624376997971,0.1,0.007,0.01,-0.02,20,30,10000
273.279623827842,0.715701945627649,112.349781878416,48.2115705410571,143.791475534875,0.1,0.007,0.01,-0.02,20,30,10000
196.291451890591,0.327038158452012,106.341155962002,20.8840120263702,241.60325077579,0.1,0.007,0.01,-0.02,20,30,10000
280.967733147623,0.562829411420496,110.599619132878,50.7208975569832,92.5908133117146,0.1,0.007,0.01,-0.02,20,30,10000
252.391091561169,0.642950196115012,50.6469800079139,31.8706766871855,138.805519881353,0.1,0.007,0.01,-0.02,20,30,10000
167.584230425905,0.470750957095707,95.0490357815864,50.1370882087013,242.898369513371,0.1,0.007,0.01,-0.02,20,30,10000
232.096748724631,0.614568698010605,46.5257677115071,27.3279712001608,139.71123177578,0.1,0.007,0.01,-0.02,20,30,10000
151.986716127035,0.273913092809954,99.3558523657996,38.8463727350997,110.707253979562,0.1,0.007,0.01,-0.02,20,30,10000
181.419973892971,0.251519299671951,58.7904306267336,52.0783319616195,92.7679455278644,0.1,0.007,0.01,-0.02,20,30,10000
178.083002062705,0.560988502734119,51.572757108265,43.426526855618,169.70625609306,0.1,0.007,0.01,-0.02,20,30,10000
294.723261697331,0.429159955716466,85.3180067072607,37.3654952260116,216.858199766901,0.1,0.007,0.01,-0.02,20,30,10000
294.4130703694,0.586728465726488,53.6120697850134,52.5078212597909,234.377037334843,0.1,0.007,0.01,-0.02,20,30,10000
187.247815014055,0.553378225881558,106.223734824432,33.3842028149107,224.686438770757,0.1,0.007,0.01,-0.02,20,30,10000
244.151459781472,0.741074595478586,68.9454846710965,33.8311963358341,159.698637127446,0.1,0.007,0.01,-0.02,20,30,10000
150.612065577466,0.435771554734931,97.5478177561988,39.9203670680879,263.550424659414,0.1,0.007,0.01,-0.02,20,30,10000
227.732147345729,0.552221504414415,44.9687142999555,28.6136777918168,132.421670295972,0.1,0.007,0.01,-0.02,20,30,10000
106.886741486876,0.557417257226051,78.4835485126195,37.583121775075,111.982090798074,0.1,0.007,0.01,-0.02,20,30,10000
200.27258651845,0.633841005336654,44.9553191316357,28.7658040610055,214.049126367267,0.1,0.007,0.01,-0.02,20,30,10000
195.620209717537,0.565450398112182,100.717752667767,32.7278021144384,175.029848385064,0.1,0.007,0.01,-0.02,20,30,10000
283.614122918455,0.279046717184176,98.2590458968677,30.891622757509,139.756120455012,0.1,0.007,0.01,-0.02,20,30,10000
197.744657193305,0.501848074484039,58.2167776192859,22.9106228566099,127.234120865485,0.1,0.007,0.01,-0.02,20,30,10000
292.839085989207,0.315679357675357,80.4420748929287,42.8075180516397,92.2332521425733,0.1,0.007,0.01,-0.02,20,30,10000
297.460991816226,0.359609201081431,65.2388566562613,39.7909573315235,154.932336936451,0.1,0.007,0.01,-0.02,20,30,10000
194.235881326908,0.577713647116897,83.5117446856859,47.4833509099974,243.746019754005,0.1,0.007,0.01,-0.02,20,30,10000
263.730804205226,0.707089030010541,90.0165658338065,57.175459082914,183.150326747184,0.1,0.007,0.01,-0.02,20,30,10000
288.147069371849,0.290343481027205,90.22036361494,25.0752143849767,245.507818124086,0.1,0.007,0.01,-0.02,20,30,10000
161.191507555878,0.670254309058324,62.1677805418434,59.5704240477484,179.364026606008,0.1,0.007,0.01,-0.02,20,30,10000
189.711648037089,0.699299972502215,49.6347595008011,32.2321415188828,197.756492939168,0.1,0.007,0.01,-0.02,20,30,10000
130.455442272562,0.739028644311288,61.83715874053,53.1892929389149,218.737197249965,0.1,0.007,0.01,-0.02,20,30,10000
226.684564659578,0.653534689429816,99.6067279705888,58.7752711693768,199.383817339012,0.1,0.007,0.01,-0.02,20,30,10000
277.99656587891,0.466776188140252,48.5792345710473,23.5896330260025,176.585821526794,0.1,0.007,0.01,-0.02,20,30,10000
238.936795532965,0.358316033666389,111.384441769944,32.6069924854744,226.902213995569,0.1,0.007,0.01,-0.02,20,30,10000
232.664943594338,0.622726598878934,75.2009205058812,22.4520365025806,262.803040930045,0.1,0.007,0.01,-0.02,20,30,10000
134.654999126848,0.363200490086326,95.895330789813,30.6406872867053,114.794323337959,0.1,0.007,0.01,-0.02,20,30,10000
211.526062463398,0.317987776907537,102.971217635042,48.0764714030434,248.302141726381,0.1,0.007,0.01,-0.02,20,30,10000
173.248421139305,0.398726504084708,77.803134471192,52.1860872399119,216.630537325572,0.1,0.007,0.01,-0.02,20,30,10000
203.626148204535,0.689286320248105,96.2721728769569,56.7292926542878,137.188132398415,0.1,0.007,0.01,-0.02,20,30,10000
285.576952755289,0.648882729691846,64.3506361772279,37.3377549754128,172.043505804202,0.1,0.007,0.01,-0.02,20,30,10000
116.548702085857,0.664796247910787,78.1043412120675,38.5578945845568,132.784337433421,0.1,0.007,0.01,-0.02,20,30,10000
202.155099473999,0.749504106273589,92.7550608662098,36.7557422753418,241.228886598568,0.1,0.007,0.01,-0.02,20,30,10000
133.654186741369,0.650460077566359,59.0500813533424,38.1581531228393,165.80516479773,0.1,0.007,0.01,-0.02,20,30,10000
207.900068192768,0.730112978629055,97.3526651689974,32.2872500866616,107.709258712429,0.1,0.007,0.01,-0.02,20,30,10000
141.083202794632,0.304459918819513,75.8942272044828,20.975770033858,194.690449595613,0.1,0.007,0.01,-0.02,20,30,10000
248.560336405979,0.657219881686749,45.9372337193844,42.6678371925007,253.263672340481,0.1,0.007,0.01,-0.02,20,30,10000
166.649689660974,0.742887630638403,94.8120430827273,47.4101772628259,216.498798553076,0.1,0.007,0.01,-0.02,20,30,10000
118.456184160957,0.318899368730157,70.1973847372755,29.5798668882008,184.003153031395,0.1,0.007,0.01,-0.02,20,30,10000
246.335064661249,0.501155622221653,85.1318073724229,37.8991144146043,247.733899507855,0.1,0.007,0.01,-0.02,20,30,10000
280.144562354443,0.603287712594272,108.322978993692,33.5916208127732,220.678404169858,0.1,0.007,0.01,-0.02,20,30,10000
293.432883281318,0.271785110357726,76.5186909513082,35.7901536506236,226.377847434349,0.1,0.007,0.01,-0.02,20,30,10000
140.584647335829,0.282113179868241,110.6974960337,26.3648235819709,265.984424151329,0.1,0.007,0.01,-0.02,20,30,10000
244.07596403995,0.49405517452429,65.3621149464082,55.8379398081408,187.993199352846,0.1,0.007,0.01,-0.02,20,30,10000
190.907984864219,0.474281100727708,93.8889587062559,56.3717513392507,128.0444184756,0.1,0.007,0.01,-0.02,20,30,10000
250.017431099529,0.477826391602729,107.044573574925,29.9152867211652,126.420169687335,0.1,0.007,0.01,-0.02,20,30,10000
160.379602848421,0.362812478427858,87.0305083368928,23.0931357428445,110.297230335311,0.1,0.007,0.01,-0.02,20,30,10000
184.884813997576,0.449818645075382,97.7052282796017,47.2984000025749,166.506460110429,0.1,0.007,0.01,-0.02,20,30,10000
121.487182678138,0.256238304777399,80.1589279485869,29.2435076375842,235.561398164878,0.1,0.007,0.01,-0.02,20,30,10000
295.618752657726,0.526811681155755,48.554657376649,24.1906510468009,110.918987322575,0.1,0.007,0.01,-0.02,20,30,10000
249.026476544113,0.40129030098626,74.9717937354178,45.1422131204842,231.749699446932,0.1,0.007,0.01,-0.02,20,30,10000
163.956232745182,0.610837252096736,75.3048288659259,34.8101587681922,217.934552891141,0.1,0.007,0.01,-0.02,20,30,10000
143.357485979599,0.352569993095062,95.8716745336345,35.0248795558193,178.696145536018,0.1,0.007,0.01,-0.02,20,30,10000
239.123912778746,0.482915375101082,57.1005568892145,36.9268599538847,103.288279158248,0.1,0.007,0.01,-0.02,20,30,10000
256.556443782932,0.342321120193953,112.454734179517,28.0104219112615,171.772584539955,0.1,0.007,0.01,-0.02,20,30,10000
291.566279764092,0.29190339269986,38.3504933116545,46.3852812495882,254.433673180874,0.1,0.007,0.01,-0.02,20,30,10000
205.999218651421,0.375205097753913,73.1610743380635,57.8432764252938,109.627988840464,0.1,0.007,0.01,-0.02,20,30,10000
174.470928285964,0.347535290020737,69.5111055793068,44.503110795425,99.1958107802305,0.1,0.007,0.01,-0.02,20,30,10000
118.572934032009,0.716813273087526,100.30296693144,54.6467163240944,183.54913884611,0.1,0.007,0.01,-0.02,20,30,10000
149.726954801062,0.399877499184934,66.2211191767717,33.6724529508423,113.079512548283,0.1,0.007,0.01,-0.02,20,30,10000
203.032921565801,0.688540010074676,65.7699907522067,33.9546280640266,91.5168541477369,0.1,0.007,0.01,-0.02,20,30,10000
150.897314731066,0.718761986078791,90.9305881659301,47.9427710690529,210.472123562488,0.1,0.007,0.01,-0.02,20,30,10000
253.382248716344,0.521951338079897,49.2427093637966,24.6651965166284,226.59276350187,0.1,0.007,0.01,-0.02,20,30,10000
184.993785786462,0.608540411653874,51.2216738506323,46.0270408643377,216.770330496792,0.1,0.007,0.01,-0.02,20,30,10000
195.175567861685,0.661898519809249,57.8025474074431,33.7097490326656,218.09741666785,0.1,0.007,0.01,-0.02,20,30,10000
115.094906487442,0.314450772058405,78.7237117909556,57.2236912214368,131.549454362998,0.1,0.007,0.01,-0.02,20,30,10000
116.178359877552,0.585537535686374,106.456966315521,27.070354139895,106.278972708827,0.1,0.007,0.01,-0.02,20,30,10000
220.754065970014,0.517242706707959,73.6096270079507,38.6894352528224,131.581375342858,0.1,0.007,0.01,-0.02,20,30,10000
147.646906818084,0.467645453626703,82.5609616248515,24.283810996869,169.808092087334,0.1,0.007,0.01,-0.02,20,30,10000
119.361657365268,0.424300271046175,44.1129967239106,35.0304475492649,152.307239591399,0.1,0.007,0.01,-0.02,20,30,10000
